,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
team Number,nickname,home Championship,event,Week,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,anterior Touchpad Activation Rate,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo,,,,,
2539,Krypton Cougars,St. Louis,MARHatboroHorsham,1,3.54,0.00,-0.16,-0.16,0.14,0.00,8.50,0.14,-1.00,-1.00,2.83,11.88,0.09,2.49,0.73,0.33,0.40,-0.01,0.00,23.33,0.61,-1.00,-1.00,33.75,0.06,0.14,-0.00,9.69,-1.00,-1.00,-1.00,0.00,0.00,0.02,-0.02,0.83,-0.29,20.80,-7.28,31.83,0.72,0.75,-1.00,-1.00,0.58,38.36,38.36,0.16,-29.56,1463,,,,,
4468,Fernbank LINKS,Houston,PCHGainesville,1,4.52,0.00,0.00,0.00,0.25,0.00,14.95,0.25,-1.00,-1.00,4.98,19.48,0.06,0.06,0.00,0.33,0.35,0.33,0.00,30.20,1.75,-1.00,-1.00,39.57,0.07,0.20,-0.08,9.37,-1.00,-1.00,-1.00,0.00,0.00,-0.07,0.22,-0.13,0.20,-3.70,5.99,45.15,1.00,2.00,-1.00,-1.00,0.01,65.04,65.04,0.21,19.36,1524,,,,,
2458,Team Chaos,St. Louis,MARHatboroHorsham,1,0.98,0.00,0.17,0.17,0.15,0.00,9.19,0.15,-1.00,-1.00,3.06,10.34,-0.06,0.11,0.03,0.33,0.42,0.21,0.00,32.28,1.50,-1.00,-1.00,41.15,0.09,0.10,-0.02,8.84,-1.00,-1.00,-1.00,0.00,0.00,0.11,0.29,-0.20,1.02,-4.40,26.88,41.47,0.96,1.66,-1.00,-1.00,0.20,78.37,78.37,0.35,24.84,1474,,,,,
4373,RooBotics,St. Louis,MARHatboroHorsham,1,3.49,0.00,-0.04,-0.04,0.03,0.00,1.70,0.03,-1.00,-1.00,0.57,5.15,-0.11,-1.65,-0.53,0.33,0.29,-0.10,0.00,19.61,0.11,-1.00,-1.00,27.73,0.15,0.05,-0.03,8.65,-1.00,-1.00,-1.00,0.00,0.00,-0.11,0.06,0.10,-0.37,1.97,-8.91,21.31,0.52,0.14,-1.00,-1.00,-0.57,23.97,23.97,-0.08,-32.99,1423,,,,,
4235,RoboRaiders,Houston,PCHGainesville,1,0.08,0.00,0.05,0.05,-0.04,0.00,-2.22,-0.04,-1.00,-1.00,-0.74,-2.09,-0.02,1.98,0.71,0.35,0.06,0.11,0.00,22.52,0.64,-1.00,-1.00,31.66,0.16,-0.05,0.06,8.43,-1.00,-1.00,-1.00,0.00,0.00,0.15,-0.01,0.13,-0.21,3.95,-5.26,20.30,0.53,0.60,-1.00,-1.00,0.75,24.30,24.30,0.02,-23.85,1382,,,,,
4454,Artisan Rockets,St. Louis,MARHatboroHorsham,1,5.05,0.00,1.92,1.92,0.27,0.00,16.25,0.27,-1.00,-1.00,5.42,23.22,-0.53,-1.15,-0.36,0.33,0.41,0.07,0.00,21.60,0.85,-1.00,-1.00,29.56,-0.14,0.17,0.14,8.32,-1.00,-1.00,-1.00,0.00,0.00,-0.07,0.07,-0.14,0.24,-3.91,6.41,37.85,0.81,1.12,-1.00,-1.00,1.56,59.19,59.19,0.18,20.11,1455,,,,,
5900,Career Blazer Robotics Team - The Fighting Mongooses,Houston,PCHGainesville,1,-1.34,0.00,-0.10,-0.10,-0.08,0.00,-5.08,-0.08,-1.00,-1.00,-1.69,-6.52,0.02,0.22,0.09,0.34,0.37,-0.04,0.00,30.42,0.69,-1.00,-1.00,38.41,0.06,-0.05,0.15,7.91,-1.00,-1.00,-1.00,0.00,0.00,0.34,-0.13,-0.04,-0.04,0.70,-1.75,25.34,0.68,0.60,-1.00,-1.00,-0.01,30.14,30.14,0.16,2.20,1419,,,,,
3998,Redneck Robotics,Houston,PCHGainesville,1,3.95,0.00,0.14,0.14,-0.02,0.00,-1.45,-0.02,-1.00,-1.00,-0.48,2.64,-0.29,-0.03,-0.05,0.32,0.31,0.12,0.00,31.08,1.13,-1.00,-1.00,38.41,0.07,-0.02,0.09,7.38,-1.00,-1.00,-1.00,0.00,0.00,0.25,0.02,0.22,0.28,6.68,7.14,29.63,0.75,1.10,-1.00,-1.00,0.09,48.19,48.19,-0.01,-32.21,1334,,,,,
6023,DISCBOTS,Houston,PCHGainesville,1,-1.15,0.00,0.00,0.00,-0.11,0.00,-6.80,-0.11,-1.00,-1.00,-2.27,-7.95,0.34,-0.56,-0.20,0.24,0.24,0.29,0.00,35.34,1.66,-1.00,-1.00,42.00,0.02,0.10,0.01,6.86,-1.00,-1.00,-1.00,0.00,0.00,0.02,-0.15,0.04,0.00,0.98,-0.67,28.54,0.77,1.55,-1.00,-1.00,-0.20,33.38,33.38,-0.07,-36.34,1357,,,,,
6177,Atomic-Robotic-Dogs,Houston,PCHGainesville,1,5.32,0.00,0.02,0.02,0.06,0.00,3.73,0.06,-1.00,-1.00,1.24,9.07,-0.42,-0.14,-0.08,0.34,0.25,0.07,0.00,23.70,0.70,-1.00,-1.00,30.35,-0.05,0.09,0.10,6.72,-1.00,-1.00,-1.00,0.00,0.00,0.32,0.22,0.28,-0.11,8.59,-1.58,27.43,0.65,0.77,-1.00,-1.00,-0.05,37.84,37.84,0.10,-31.94,1343,,,,,
4112,EagleBots,Houston,PCHGainesville,1,7.95,0.00,-0.05,-0.05,0.06,0.00,3.38,0.06,-1.00,-1.00,1.13,11.29,0.07,0.92,0.35,0.33,0.59,0.11,0.00,38.75,1.54,-1.00,-1.00,45.65,-0.01,0.09,0.04,6.55,-1.00,-1.00,-1.00,0.00,0.00,0.09,-0.15,0.09,0.03,2.67,-0.04,42.14,1.03,1.59,-1.00,-1.00,0.30,56.90,56.90,0.25,9.23,1480,,,,,
5582,Rex Machina,Houston,PCHGainesville,1,3.95,0.00,0.28,0.28,0.17,0.00,10.34,0.17,-1.00,-1.00,3.45,14.57,-0.07,0.77,0.15,0.35,0.04,-0.01,0.00,8.41,-0.11,-1.00,-1.00,14.88,0.20,-0.01,-0.06,6.32,-1.00,-1.00,-1.00,0.00,0.00,0.10,-0.01,0.23,-0.17,6.12,-4.37,18.75,0.38,0.06,-1.00,-1.00,0.43,25.08,25.08,-0.07,-24.37,1427,,,,,
5404,Gearaffes,St. Louis,MARHatboroHorsham,1,4.85,0.00,0.31,0.31,0.01,0.00,0.76,0.01,-1.00,-1.00,0.25,5.92,0.34,0.06,-0.06,0.33,0.33,-0.09,0.00,22.18,0.25,-1.00,-1.00,28.22,0.06,0.01,0.05,6.10,-1.00,-1.00,-1.00,0.00,0.00,0.29,-0.11,0.47,-0.13,13.10,-3.87,22.94,0.57,0.26,-1.00,-1.00,0.25,30.27,30.27,0.11,-39.40,1402,,,,,
3265,Arrowheads,Houston,PCHGainesville,1,5.65,0.00,-0.00,-0.00,0.03,0.00,1.60,0.03,-1.00,-1.00,0.53,7.24,3.55,-0.38,0.23,0.35,0.03,0.00,0.00,14.28,0.07,-1.00,-1.00,20.58,0.12,-0.03,0.03,6.07,-1.00,-1.00,-1.00,0.00,0.00,0.23,0.11,-0.00,0.30,1.10,8.12,15.87,0.38,0.09,-1.00,-1.00,0.23,35.95,35.95,0.43,24.13,1410,,,,,
3344,Robocopz,Houston,PCHGainesville,1,0.90,0.00,0.03,0.03,0.08,0.00,4.97,0.08,-1.00,-1.00,1.66,5.90,-0.41,0.61,0.19,0.35,0.25,-0.18,0.00,13.61,-0.27,-1.00,-1.00,19.43,0.09,0.15,-0.13,5.63,-1.00,-1.00,-1.00,0.00,0.00,0.10,0.04,0.25,-0.03,6.64,-0.47,18.58,0.42,-0.19,-1.00,-1.00,0.21,24.85,24.85,0.03,-17.05,1386,,,,,
4749,Pisgah Robotics,Houston,PCHGainesville,1,0.26,0.00,0.00,0.00,0.05,0.00,2.97,0.05,-1.00,-1.00,0.99,3.24,0.37,1.82,0.67,0.35,0.45,-0.16,0.00,23.70,0.24,-1.00,-1.00,29.84,0.06,-0.07,0.12,5.47,-1.00,-1.00,-1.00,0.00,0.00,0.15,0.18,0.27,0.16,7.50,4.96,26.68,0.64,0.29,-1.00,-1.00,0.67,38.03,38.03,0.23,15.45,1442,,,,,
4026,Global Dynamics,Houston,PCHGainesville,1,3.68,0.00,-0.07,-0.07,0.12,0.00,7.04,0.12,-1.00,-1.00,2.35,10.64,0.19,1.18,0.36,0.35,0.17,0.13,0.00,21.47,0.78,-1.00,-1.00,27.25,-0.20,0.39,-0.09,5.42,-1.00,-1.00,-1.00,0.00,0.00,0.25,-0.01,0.03,0.08,2.01,2.02,28.51,0.65,0.89,-1.00,-1.00,0.29,39.92,39.92,0.17,9.63,1461,,,,,
103,Cybersonics,St. Louis,MARHatboroHorsham,1,4.62,0.00,0.47,0.47,0.45,0.00,27.29,0.45,-1.00,-1.00,9.10,32.38,0.04,-1.65,-0.56,0.33,0.45,0.43,0.00,30.56,2.16,-1.00,-1.00,31.86,-0.20,0.17,0.07,1.86,-1.00,-1.00,-1.00,0.00,0.00,-0.06,-0.07,-0.11,0.01,-3.13,0.05,57.85,1.22,2.61,-1.00,-1.00,-0.10,64.28,64.28,0.43,3.65,1527,,,,,
6341,Etowah Electric Eagles,Houston,PCHGainesville,1,-0.78,0.00,-0.02,-0.02,0.08,0.00,4.76,0.08,-1.00,-1.00,1.59,3.97,-0.29,1.25,0.42,0.33,0.12,0.05,0.00,16.84,0.34,-1.00,-1.00,19.02,-0.08,0.16,-0.04,1.77,-1.00,-1.00,-1.00,0.00,0.00,0.07,0.37,0.15,0.13,4.19,5.11,21.60,0.50,0.42,-1.00,-1.00,0.40,28.10,28.10,0.06,-30.42,1323,,,,,
1791,T.O.P. Hatters,St. Louis,MARHatboroHorsham,1,3.32,0.00,0.30,0.30,0.07,0.00,4.39,0.07,-1.00,-1.00,1.46,8.01,0.13,-0.14,-0.07,0.33,0.12,0.14,0.00,20.80,0.72,-1.00,-1.00,21.72,0.22,-0.04,-0.15,0.99,-1.00,-1.00,-1.00,0.00,0.00,-0.07,-0.00,-0.13,0.03,-3.59,0.84,25.19,0.59,0.80,-1.00,-1.00,0.23,30.57,30.57,0.00,-29.58,1362,,,,,
1261,Robo  Lions,Houston,PCHGainesville,1,5.15,0.00,0.17,0.17,0.31,0.00,18.72,0.31,-1.00,-1.00,6.24,24.04,3.08,-0.90,0.03,0.35,0.20,-0.08,0.00,6.16,-0.23,-1.00,-1.00,5.60,-0.11,-0.06,0.16,-0.59,-1.00,-1.00,-1.00,0.00,0.00,-0.05,-0.13,0.04,-0.08,0.84,-2.59,24.88,0.47,0.09,-1.00,-1.00,0.20,27.05,27.05,-0.10,-28.47,1491,,,,,
1746,OTTO,Houston,PCHGainesville,1,4.26,0.00,-0.08,-0.08,0.15,0.00,9.02,0.15,-1.00,-1.00,3.01,13.21,3.01,-0.37,0.18,0.34,0.53,0.59,0.00,52.61,3.30,-1.00,-1.00,51.98,-0.11,0.17,-0.07,-0.81,-1.00,-1.00,-1.00,0.00,0.00,-0.00,-0.15,0.14,-0.10,3.41,-3.25,61.63,1.47,3.45,-1.00,-1.00,0.10,61.94,61.94,0.15,-14.81,1485,,,,,
6712,Mountaineers,Houston,PCHGainesville,1,2.82,0.00,-0.05,-0.05,-0.08,0.00,-4.96,-0.08,-1.00,-1.00,-1.65,-2.19,-0.74,-0.90,-0.37,0.33,-0.03,0.07,0.00,18.05,0.30,-1.00,-1.00,15.49,-0.07,-0.16,0.18,-2.19,-1.00,-1.00,-1.00,0.00,0.00,0.01,0.11,-0.10,0.05,-2.49,1.70,13.10,0.37,0.22,-1.00,-1.00,-0.43,15.00,15.00,-0.04,-38.53,1315,,,,,
2559,Normality Zero,St. Louis,MARHatboroHorsham,1,1.57,0.00,0.00,0.00,0.05,0.00,3.30,0.05,-1.00,-1.00,1.10,4.87,0.11,1.54,0.51,0.33,0.26,-0.08,0.00,18.20,0.14,-1.00,-1.00,16.45,-0.16,-0.14,0.26,-2.26,-1.00,-1.00,-1.00,0.00,0.00,-0.03,0.12,-0.13,0.11,-3.52,3.47,21.50,0.51,0.20,-1.00,-1.00,0.51,24.79,24.79,-0.01,-19.96,1439,,,,,
5420,Velocity,St. Louis,MARHatboroHorsham,1,4.19,0.00,0.17,0.17,-0.14,0.00,-8.57,-0.14,-1.00,-1.00,-2.86,-4.21,0.10,-0.27,-0.21,0.33,0.05,-0.11,0.00,16.32,-0.25,-1.00,-1.00,13.84,-0.09,0.01,0.04,-2.27,-1.00,-1.00,-1.00,0.00,0.00,-0.08,-0.15,0.14,-0.29,2.97,-7.89,7.75,0.27,-0.40,-1.00,-1.00,-0.04,1.74,1.74,0.06,-63.11,1379,,,,,
1311,Kell Robotics,Houston,PCHGainesville,1,4.27,0.00,0.04,0.04,0.13,0.00,7.90,0.13,-1.00,-1.00,2.63,12.21,-0.47,9.22,2.78,0.24,0.15,-0.12,0.00,5.23,-0.42,-1.00,-1.00,3.31,0.00,-0.03,-0.07,-4.70,-1.00,-1.00,-1.00,0.00,0.00,0.10,-0.04,0.00,-0.01,0.58,-0.31,13.13,0.26,-0.29,-1.00,-1.00,2.82,15.21,15.21,-0.15,-37.07,1375,,,,,
3573,The Ohms,Houston,PCHGainesville,1,2.87,0.00,0.02,0.02,-0.03,0.00,-2.08,-0.03,-1.00,-1.00,-0.69,0.80,-0.20,-0.70,-0.23,0.33,0.29,-0.19,0.00,18.50,-0.16,-1.00,-1.00,12.53,-0.04,-0.02,-0.05,-5.75,-1.00,-1.00,-1.00,0.00,0.00,0.20,-0.04,0.04,0.04,1.92,0.80,16.42,0.43,-0.19,-1.00,-1.00,-0.21,14.14,14.14,0.08,-27.53,1350,,,,,
5651,Jaguar Engineers,Houston,PCHGainesville,1,-1.10,0.00,-0.04,-0.04,-0.20,0.00,-12.24,-0.20,-1.00,-1.00,-4.08,-13.38,-0.77,-0.26,-0.17,0.33,0.06,0.02,0.00,24.48,0.41,-1.00,-1.00,18.43,-0.16,0.02,0.02,-5.88,-1.00,-1.00,-1.00,0.00,0.00,-0.05,0.00,0.30,0.17,7.28,4.18,12.24,0.41,0.20,-1.00,-1.00,-0.21,9.23,9.23,-0.15,-50.14,1354,,,,,
2095,Direct Current,St. Louis,MARHatboroHorsham,1,1.79,0.00,-0.08,-0.08,0.18,0.00,11.07,0.18,-1.00,-1.00,3.69,12.78,0.12,-0.87,-0.25,0.33,0.04,0.11,0.00,11.88,0.43,-1.00,-1.00,5.35,0.03,-0.25,0.09,-6.28,-1.00,-1.00,-1.00,0.00,0.00,0.23,-0.12,1.11,-0.28,29.00,-7.65,22.95,0.48,0.62,-1.00,-1.00,-0.33,10.48,10.48,-0.09,-63.89,1366,,,,,
3091,100 Scholars,Houston,PCHGainesville,1,1.79,0.00,0.01,0.01,0.09,0.00,5.14,0.09,-1.00,-1.00,1.71,6.94,-0.22,0.76,0.09,0.34,0.25,-0.18,0.00,12.87,-0.32,-1.00,-1.00,5.02,-0.03,-0.07,-0.07,-7.94,-1.00,-1.00,-1.00,0.00,0.00,-0.01,-0.00,0.26,-0.14,6.33,-3.61,18.01,0.41,-0.23,-1.00,-1.00,0.09,8.35,8.35,-0.03,-31.68,1403,,,,,
87,Red Devils,St. Louis,MARHatboroHorsham,1,1.18,0.00,-0.26,-0.26,-0.27,0.00,-16.36,-0.27,-1.00,-1.00,-5.45,-15.43,0.15,0.20,0.06,0.33,0.17,-0.15,0.00,25.24,0.02,-1.00,-1.00,16.93,0.00,-0.08,-0.09,-8.37,-1.00,-1.00,-1.00,0.00,0.00,0.17,0.24,-0.04,0.26,-0.22,7.69,8.88,0.36,-0.26,-1.00,-1.00,-0.20,9.19,9.19,0.11,-37.94,1388,,,,,
5734,RoboReign,Houston,PCHGainesville,1,3.21,0.00,-0.05,-0.05,-0.02,0.00,-1.39,-0.02,-1.00,-1.00,-0.46,1.77,0.05,0.02,-0.06,0.33,0.19,0.10,0.00,25.43,0.78,-1.00,-1.00,16.71,-0.01,0.05,-0.21,-8.67,-1.00,-1.00,-1.00,0.00,0.00,0.22,0.17,0.22,0.35,6.63,9.46,24.04,0.61,0.76,-1.00,-1.00,-0.10,27.93,27.93,0.12,-18.08,1429,,,,,
2640,HOTBOTZ,Houston,NCPittCounty,1,4.34,0.00,-0.09,-0.09,-0.19,0.00,-11.20,-0.19,-1.00,-1.00,-3.73,-6.96,9.73,-1.00,0.58,0.33,0.25,0.26,0.00,41.15,1.71,-1.00,-1.00,108.90,0.35,0.61,0.39,67.16,0.57,-1.00,-1.00,0.00,0.00,0.16,0.10,0.54,0.15,14.37,4.15,29.95,0.84,1.52,-1.00,-1.00,0.49,106.09,106.09,0.39,60.36,1522,,,,,
6325,Reset Robotics,Houston,PCHGainesville,1,4.35,0.00,-0.01,-0.01,0.05,0.00,3.08,0.05,-1.00,-1.00,1.03,7.42,-0.35,-0.07,-0.02,0.33,0.07,-0.01,0.00,13.58,0.03,-1.00,-1.00,1.88,0.07,-0.22,-0.09,-11.68,-1.00,-1.00,-1.00,0.00,0.00,0.05,-0.03,0.16,-0.10,4.21,-2.65,16.66,0.39,0.08,-1.00,-1.00,-0.03,6.65,6.65,0.20,-30.92,1345,,,,,
6667,STEM Clippers,St. Louis,MARHatboroHorsham,1,3.43,0.00,0.14,0.14,0.06,0.00,3.38,0.06,-1.00,-1.00,1.13,6.94,-0.43,-1.04,-0.31,0.33,0.24,-0.01,0.00,20.25,0.38,-1.00,-1.00,7.16,0.05,-0.25,-0.06,-12.78,-1.00,-1.00,-1.00,0.00,0.00,0.22,-0.08,0.60,0.05,16.06,0.79,23.63,0.56,0.43,-1.00,-1.00,-0.17,14.89,14.89,-0.17,-70.91,1341,,,,,
3142,Aperture,St. Louis,MARBridgewater-Raritan,3,4.87,0.33,-0.22,-0.16,0.27,0.00,16.31,0.27,-1.00,-1.00,5.44,21.02,0.75,-0.61,-0.11,0.33,0.38,0.07,0.07,23.51,1.19,-1.00,-1.00,94.95,0.41,0.39,0.62,71.56,0.71,-1.00,-1.00,0.00,0.07,0.03,0.08,-0.02,-0.13,-0.39,-2.88,39.82,0.86,1.47,-1.00,-1.00,-0.28,113.09,119.88,0.39,35.58,1537,,,,,
3550,Robotronix,St. Louis,Montreal,4,5.83,0.01,-0.32,-0.31,0.06,0.00,3.65,0.06,-1.00,-1.00,1.22,9.16,0.61,2.19,0.80,0.33,0.45,0.36,0.00,43.27,2.23,-1.00,-1.00,120.06,0.31,0.75,0.46,75.99,0.85,-1.00,-1.00,-0.02,0.00,0.31,0.41,0.15,0.08,5.24,4.19,46.92,1.14,2.29,-1.00,-1.00,0.49,133.41,133.08,0.58,81.47,1539,,,,,
2144,Gators,Houston,SanDiego,2,4.45,0.04,0.45,0.48,0.28,0.00,17.09,0.28,-1.00,-1.00,5.70,22.02,6.94,0.16,0.72,0.33,0.52,0.13,0.00,27.88,1.25,-1.00,-1.00,88.62,0.02,0.50,0.68,60.02,0.54,-1.00,-1.00,0.00,0.00,-0.05,0.00,0.46,-0.07,11.24,-1.74,44.97,0.98,1.54,-1.00,-1.00,1.20,108.89,108.89,0.32,49.60,1518,,,,,
5614,Team Sycamore,Houston,ISR4,3,5.48,-0.04,-0.49,-0.49,0.10,0.00,6.08,0.10,-1.00,-1.00,2.03,11.08,-0.02,4.86,1.44,0.33,0.34,0.64,0.00,48.45,3.12,-1.00,-1.00,119.72,0.61,0.21,0.58,69.83,0.75,-1.00,-1.00,-0.08,0.00,0.32,-0.16,0.12,0.14,4.65,2.61,54.53,1.31,3.23,-1.00,-1.00,0.95,133.41,131.79,0.46,78.16,1542,,,,,
1507,Warlocks,St. Louis,FingerLakes,3,4.52,-0.00,1.79,1.79,0.33,0.00,19.72,0.33,-1.00,-1.00,6.57,26.03,-0.19,0.58,0.17,0.33,0.33,0.49,-0.02,32.18,2.20,-1.00,-1.00,105.28,0.36,0.57,0.52,72.94,0.81,-1.00,-1.00,-0.00,-0.02,0.13,-0.04,0.12,0.29,3.73,6.97,51.90,1.13,2.53,-1.00,-1.00,1.96,138.29,136.72,0.41,49.09,1585,,,,,
4571,Rambots,St. Louis,HudsonValley,4,3.45,0.11,0.23,0.26,-0.09,0.00,-5.45,-0.09,-1.00,-1.00,-1.82,-1.73,-0.47,-0.41,-0.19,0.34,0.22,0.28,-0.04,35.69,1.46,-1.00,-1.00,87.70,0.53,0.20,0.32,52.20,0.40,-1.00,-1.00,0.00,-0.04,-0.21,-0.02,-0.42,0.11,-11.42,2.68,30.25,0.80,1.37,-1.00,-1.00,0.07,88.65,85.09,0.14,44.63,1512,,,,,
5514,MavBots,Houston,SanDiego,2,4.43,-0.05,0.35,0.34,0.17,0.00,10.35,0.17,-1.00,-1.00,3.45,15.12,-0.56,0.35,0.06,0.33,-0.01,0.01,0.00,6.54,-0.01,-1.00,-1.00,57.03,0.21,0.36,0.44,50.44,0.38,-1.00,-1.00,0.00,0.00,-0.45,0.05,0.53,0.22,10.92,5.83,16.89,0.34,0.16,-1.00,-1.00,0.40,77.98,77.98,0.43,36.09,1484,,,,,
2905,Sultans of Turkiye,Houston,SanFrancisco,3,4.88,0.00,2.95,2.95,0.32,0.00,18.97,0.32,-1.00,-1.00,6.32,26.79,-0.34,-1.14,-0.47,0.33,0.33,-0.00,0.00,13.78,0.34,-1.00,-1.00,69.62,0.37,0.34,0.42,56.31,0.50,-1.00,-1.00,0.07,0.00,0.17,0.03,0.35,0.14,9.49,3.54,32.75,0.66,0.65,-1.00,-1.00,2.48,99.96,101.40,0.13,0.33,1418,,,,,
6305,Stable Circuits,Houston,Sacramento,4,4.07,-0.04,0.18,0.17,-0.01,0.00,-0.43,-0.01,-1.00,-1.00,-0.14,3.82,0.32,8.90,2.79,0.33,0.16,0.08,0.00,23.10,0.74,-1.00,-1.00,95.98,0.25,0.68,0.48,70.09,0.78,-1.00,-1.00,-0.00,0.00,-0.11,-0.08,-0.03,0.13,-1.31,2.92,22.67,0.57,0.73,-1.00,-1.00,2.96,102.71,102.63,0.14,20.96,1468,,,,,
6026,Tiger Strike,Houston,Oklahoma,4,4.91,0.00,-0.07,-0.07,0.45,0.00,27.00,0.45,-1.00,-1.00,9.00,31.84,0.04,0.24,0.01,0.33,0.38,0.48,0.00,29.63,2.17,-1.00,-1.00,104.17,0.43,0.57,0.49,74.53,0.88,-1.00,-1.00,0.00,0.00,0.36,0.07,-0.04,0.05,0.77,1.51,56.63,1.19,2.62,-1.00,-1.00,-0.06,137.52,137.52,0.64,66.99,1531,,,,,
148,Robowranglers,Houston,Dallas,2,3.50,0.00,-0.03,-0.03,0.78,0.00,46.50,0.78,-1.00,-1.00,15.50,49.96,1.22,-0.30,0.06,0.33,0.52,0.26,0.00,13.50,1.30,-1.00,-1.00,72.60,0.57,0.54,0.07,59.05,0.57,-1.00,-1.00,0.00,0.00,-0.20,-0.15,-0.04,0.25,-1.94,5.42,60.00,1.11,2.07,-1.00,-1.00,0.02,127.99,127.99,0.59,89.29,1691,,,,,
4696,RoboAzTechs,Houston,HubCity,1,0.79,0.00,-1.62,-1.62,0.15,0.00,8.84,0.15,-1.00,-1.00,2.95,8.01,-0.10,-2.83,-0.95,0.35,0.22,0.19,0.00,24.54,1.15,-1.00,-1.00,73.16,0.36,0.30,0.34,49.56,0.38,-1.00,-1.00,-0.01,0.00,0.02,0.87,0.06,-0.24,1.54,-1.76,33.38,0.76,1.30,-1.00,-1.00,-2.56,79.41,79.24,0.44,59.61,1519,,,,,
5905,RoboCorps,Houston,Sacramento,4,5.31,-0.19,-3.14,-3.18,-0.12,0.00,-7.37,-0.12,-1.00,-1.00,-2.46,-5.24,0.35,4.34,1.46,0.33,0.37,-0.13,0.00,27.92,0.34,-1.00,-1.00,81.75,0.29,0.38,0.38,52.37,0.44,-1.00,-1.00,0.01,0.00,0.14,0.51,0.20,0.33,5.59,10.79,20.55,0.58,0.22,-1.00,-1.00,-1.73,87.29,87.54,0.25,14.07,1357,,,,,
3464,Sim-City,St. Louis,NEWaterbury,1,5.21,-0.02,1.15,1.14,0.10,0.00,5.75,0.10,-1.00,-1.00,1.92,12.10,0.92,-4.44,-1.35,0.33,0.36,0.38,0.00,39.10,2.15,-1.00,-1.00,113.77,0.66,0.63,0.24,76.03,0.94,-1.00,-1.00,0.00,0.00,-0.21,0.28,0.06,-0.12,0.40,-1.70,44.84,1.07,2.24,-1.00,-1.00,-0.20,124.18,124.18,0.52,73.61,1605,,,,,
4213,MetalCow Robotics,St. Louis,Midwest,5,4.69,0.16,1.08,1.13,0.42,0.00,25.47,0.42,-1.00,-1.00,8.49,31.28,-0.61,1.40,0.33,0.33,0.33,0.14,-0.01,14.98,0.75,-1.00,-1.00,83.33,0.32,0.45,0.59,68.02,0.79,-1.00,-1.00,-0.01,-0.01,0.08,-0.12,-0.09,-0.23,-1.92,-6.29,40.45,0.80,1.17,-1.00,-1.00,1.46,108.33,106.84,0.34,43.03,1517,,,,,
6704,Mid Pacific Owl Robotics,Houston,Hawaii,5,5.30,0.00,0.45,0.45,-0.00,0.00,-0.05,-0.00,-1.00,-1.00,-0.02,5.70,-0.34,-0.01,-0.11,0.24,0.22,0.33,0.00,31.84,1.68,-1.00,-1.00,87.13,0.26,0.57,0.28,55.40,0.54,-1.00,-1.00,0.02,0.00,0.43,-0.15,-0.02,0.18,1.64,3.85,31.79,0.80,1.68,-1.00,-1.00,0.35,96.69,97.44,0.27,21.03,1424,,,,,
469,Las Guerrillas,St. Louis,MICenterLine,2,4.52,0.00,0.00,0.00,0.30,0.00,17.87,0.30,-1.00,-1.00,5.96,22.39,-1.10,-0.02,-0.06,0.35,0.47,0.51,0.00,41.61,2.71,-1.00,-1.00,95.01,0.40,0.48,0.19,53.46,0.50,-1.00,-1.00,0.00,0.00,-0.10,0.04,-0.08,0.22,-2.49,5.70,59.47,1.34,3.01,-1.00,-1.00,-0.06,123.10,123.10,0.63,74.17,1556,,,,,
304,GWHS Robo Griffins,St. Louis,MARHatboroHorsham,1,3.96,0.00,0.08,0.08,0.09,0.00,5.11,0.09,-1.00,-1.00,1.70,9.15,0.44,0.95,0.23,0.33,0.41,0.18,0.00,33.50,1.44,-1.00,-1.00,12.05,-0.24,-0.03,-0.16,-21.68,-1.00,-1.00,-1.00,0.00,0.00,0.28,-0.17,0.19,-0.12,6.08,-3.75,38.61,0.92,1.52,-1.00,-1.00,0.31,17.45,17.45,0.11,-19.36,1427,,,,,
